"APPENDIX A
1255,73,Musical Attractio ns,Singing Hoosiers,GK,60,French Lick,IN,"Thursday, February 16,
1956",French Lick High School,NI,Convocation,$25. 00,Lunch,TRUE,NI,French Lick High School
1257,86 z,Musical Attractio ns,Singing Hoosiers,GK,60,Martin sville,IN,"Tuesday, March 06, 1956",Martinsville Kiwanis Club,NI,Public Concert,$12 5.00,NI,TRUE,8 30 pm,"Martinsv ille High School Auditori
um"
1258,89,"Musical Attractio
ns",Singing Hoosiers,GK,60,French Lick,IN,"Saturday, March 10, 1956",District Lions Club Convention,"1
Hour",After Dinner Concert,$37 5.00,NI,TRUE,9 00 pm,Springs Hotel
1259,99,Musical Attractio ns,Singing Hoosiers,GK,50,Evans ville,IN,"Sunday, March 11, 1956",Evansville Press Youth Fund,"1
Hour",Public Concert,$30 0.00,"50% of net proceeds above
$300",TRUE,2 30 pm,"Bosse High School Auditori
um"
1260,70 z,Musical Attractio ns,Singing Hoosiers,GK,41,Indian apolis,IN,"Tuesday, March 13, 1956",Indiana Association of Plumbing Contractors,"1
Hours",After Dinner Program,$22 5.00,NI,TRUE,8 30 pm,Hotel Severin
1261,101 z,Musical Attractio ns,"Hoosier Queens and Male
Quartet",GK,15,French Lick,IN,"Saturday, March 24, 1956",Indiana Press Association,NI,Convention,$75. 00,Dinner,TRUE,After Dinner,Springs Hotel
1263,32 zz,"Music School Reservati
on",Singing Hoosiers,GK,NI,Bloom ington,IN,"Saturday, April 07, 1956",NI,NI,Annual Spring Concert,$0.0 0,NI,TRUE,8 00 pm,East Hall
"Show
ID","Contra
ct Numb er","Contract
ed Through","Group
Name","Condu
ctor","Group
Size",City,"Stat
e",Date,Sponsor,"Progra
m Durati on",Event,"Spo
nsor
¶s Cos
t","Miscellan
eous Info","Invoice
d","Hour of
Performan ce","Place of
Perform ance"
,,,,,,,,,,,,,,,,
1264,107 z,"Musical
Attractio ns","Hoosier
Queens",GK,10,"Indian
apolis",IN,"Wednesday, May
02, 1956","Kappa Kappa
Kappa",NI,Concert,"$50.
00",NI,TRUE,8 00 pm,"Indiana
Roof"
1170,55 zz,Musical Attractio ns,"Hoosier Queens and Accomp
anist",GK,5,Bloom ington,IN,"Wednesday, October 10, 1956",School of Business,NI,Business,$25. 00,NI,TRUE,7 30 pm,"IMU - ABCD
Rooms"
1171,46,Musical Attractio ns,9arsity Four,GK,44,Bloom ington,IN,"Thursday, October 11, 1956","Womens Political Wkshp.
of Womens Republican Club",NI,Repulican Political Meeting,$0.0 0,NI,TRUE,7 30 pm,"State Highwa y
Garage"
1172,38,Musical Attractio ns,Singing Hoosiers and Queens,GK,41,French Lick,IN,"Tuesday, October 16, 1956",Indiana Limestone Industry,NI,Convention and Dinner,$37 5.00,NI,TRUE,8 15 pm,"Springs Hotel Dining Room or Auditori
um"
1173,39,Musical Attractio ns,"9arsity Four and Four
Queens",GK,44,French Lick,IN,"Thursday, October 18, 1956",MacMillan Seed Mills,"1.5
Hours",Dinner,$15 0.00,NI,TRUE,8 00 pm,"Springs Hotel Auditori
um"
1174,32,Musical Attractio ns,Singing Hoosiers,GK,41,Jeffers onville,IN,"Thursday, November 08,
1956",Chamber of Commerce Series,"1.75
Hours",Concert,$22 5.00,Buffet Dinner,TRUE,8 15 pm,"Jeferson ville High School
Gymnasi um"
1175,76,Musical Attractio ns,Singing Hoosiers and Queens,GK,44,Indian apolis,IN,"Friday, November 16,
1956",Indiana Music Educators Association (IMEA),"2
Hours",Convention,$0.0 0,NI,TRUE,1 00 pm,Hotel Antlers Ballroo m
1176,49,Musical Attractio ns,Four Queens,GK,4,Bloom ington,IN,"Friday, November 16,
1956","National Recreation Directors
Meeting",NI,Dinner and Concert,$0.0 0,Dinner,TRUE,6 15 pm,"IMU - ABCD
Rooms"
1177,90,"Musical Attractio
ns",9ariety Program,GK,14,Seymo ur,IN,"Monday, November 19,
1956",Rotary Club,NI,Ladies Night,$75. 00,Dinner,TRUE,8 00 pm,Elks Club
"Show
ID","Contra
ct Numb er","Contract
ed Through","Group
Name","Condu
ctor","Group
Size",City,"Stat
e",Date,Sponsor,"Progra
m Durati on",Event,"Spo
nsor
¶s Cos
t","Miscellan
eous Info","Invoice
d","Hour of
Performan ce","Place of
Perform ance"
,,,,,,,,,,,,,,,,
1178,57,"Musical
Attractio ns","Singing
Hoosiers and
Queens",GK,75,"Bloom
ington",IN,"Thursday,
December 06,
1956","National
Institutional Teachers
Placement","30
Minut es",Concert,"$0.0
0",NI,TRUE,7 30 pm,"IMU -
Alumni Hall"
1179,95,"Musical
Attractio ns","9arstiy
Four and
Four Queens",GK,8,"Colum
bus",IN,"Wednesday,
December 12,
1956","Harrison Lake
Country Club",NI,NI,"$10
0.00",Dinner,TRUE,7 30 pm,"Harrison
Lake
Country Club"
1180,103,"Musical Attractio
ns","Christma s Eve on
Campus",GK,6,Bloom ington,IN,"Friday, December 14,
1956",YWCA - YMCA,NI,Worship Service,$0.0 0,NI,TRUE,11 15 pm,"IMU -
Lounge"
1181,100,Musical Attractio ns,"9arsity 4
- 4
Queens - Bodet - Kellog & 4
Trumpet s",GK,14,Bloom ington,IN,"Sunday, December 16,
1956",Union Board,NI,Dinner Program (Madrigal Dinner),$0.0 0,Dinner,TRUE,6 00 pm,"IMU -
Alumni Hall"
1182,100a,Musical Attractio ns,"9arsity 4
- 4
Queens - Bodet - Kellog & 4
Trumpet s",GK,14,Bloom ington,IN,"Monday, December 17,
1956",Union Board,NI,Dinner Program (Madrigal Dinner),$0.0 0,Dinner,TRUE,6 00 pm,"IMU -
Alumni Hall"
1183,110 z,"Musical
Attractio ns","9arsity
Four",GK,4,"Bloom
ington",IN,"Wednesday,
January 02, 1957","Union Building
Employees Party",NI,NI,"$20.
00",Dinner,TRUE,8 30 pm,"IMU -
Alumni Hall"
1184,109 z,Musical Attractio ns,"Singing Hoosiers and
Queens",GK,105,Bloom ington,IN,"Saturday, January 05, 1957",Basketball,NI,Half-Time Program,$0.0 0,NI,TRUE,NI,IU Field House
1185,"102
zzz",Musical Attractio ns,"Singing Hoosiers
and Queens",GK,"75
(plus)",Bloom ington,IN,"Thursday, January 10, 1957","Indiana City & Town
Superintendents Association","1
Hour",Concert,$0.0 0,NI,TRUE,9 00 pm,"IMU -
Alumni Hall"
"Show
ID","Contra
ct Numb er","Contract
ed Through","Group
Name","Condu
ctor","Group
Size",City,"Stat
e",Date,Sponsor,"Progra
m Durati on",Event,"Spo
nsor
¶s Cos
t","Miscellan
eous Info","Invoice
d","Hour of
Performan ce","Place of
Perform ance"
,,,,,,,,,,,,,,,,
1186,122 z,"Musical
Attractio ns","9arsity
Concert of
Young Student",GK,4,"Bloom
ington",IN,"Tuesday,
February 12,
1957","Bloomington
Rotary Club","40
Minut es",NI,"$75.
00",NI,TRUE,8 00 pm,"IMU -
Alumni Hall"
1187,137 z,"Musical
Attractio ns",9arsity Four,GK,4,"McCo
rmicks Creek",IN,"Wednesday, February 13,
1957",Kiwanis Club,NI,NI,$25. 00,NI,TRUE,7 15 pm,Hotel
1188,29 z,Musical Attractio ns,Singing Hoosiers,GK,44,Colum bus,IN,"Thursday, February 21,
1957",First Methodist Church,"2
Hours","Annual 9alentine Party for Wives &
Sweethearts",$65. 00,Dinner,TRUE,8 00 pm,First Methodi st Church
1190,125,Musical Attractio ns,"Singing Hoosiers and Hoosier
Queens",GK,44,Koko mo,IN,"Tuesday, February 26,
1957",Kokomo Schoolmaster s Club,"1.75
Hours",Concert,$20 0.00,Dinner,TRUE,8 00 pm,"Kokomo High School Auditori
um"
1189,117,Musical Attractio ns,"Singing Hoosiers and
Queens",GK,44,Lafaye tte,IN,"Tuesday, February 26,
1957",Jefferson High School,NI,Convocation,$75. 00,Lunch,TRUE,1 15 pm,Jefferso n High School
1191,136 z,Musical Attractio ns,"Singing Hoosiers and
Hoosier Queens",GK,44,Indian apolis,IN,"Thursday, March 07, 1957",Indiana Lumber and Builders Supply Association,"30-45
Minut es",After Dinner Concert,$25 0.00,NI,TRUE,8 45 pm,Riley Room - Claypoo l Hotel
1193,105 zz,Musical Attractio ns,Singing Hoosiers and Hoosier Queens,GK,44,Indian apolis,IN,"Thursday, March 07, 1957",State Assembly Women s Club,"30
Minut es",Program Following Luncheon,$0.0 0,Transport ation and Lunch,TRUE,1 00 pm,"Tavertin e Room
-
Sheraton Lincoln
Hotel"
1194,150,"Musical
Attractio ns","9arsity
Group",GK,11,"Bloom
ington",IN,"Saturday, March
09, 1957","York Rite -
Division of Masonry","45
Minut es","After Dinner
Concert","$75.
00",NI,TRUE,7 30 pm,"Masonic
Temple"
"Show
ID","Contra
ct Numb er","Contract
ed Through","Group
Name","Condu
ctor","Group
Size",City,"Stat
e",Date,Sponsor,"Progra
m Durati on",Event,"Spo
nsor
¶s Cos
t","Miscellan
eous Info","Invoice
d","Hour of
Performan ce","Place of
Perform ance"
,,,,,,,,,,,,,,,,
1195,69 z,"Musical
Attractio ns","Singing
Hoosiers and Queens",GK,44,"Green
wood",IN,"Wednesday,
March 13, 1957","Music Parents
Club","2
Hours",Concert,"$20
0.00","Dinner -
High School Dining Room",TRUE,8 00 pm,"Greenw
ood Jr. & Sr. High School
Gymnasi um"
1196,129,"Musical
Attractio ns","Singing
Hoosiers and Hoosier Queens",GK,44,"French
Lick",IN,"Tuesday, March
19, 1957","Indiana Dairy
Products Association",NI,NI,"$25
0.00",NI,TRUE,8 00 pm,"French
Lick Springs Hotel Dining
Room"
1197,123 zz,Musical Attractio ns,"9arsity 4-
4Queens
-Smoots- Kellogg- Bodet- Bond- Wilson",GK,14,Evans ville,IN,"Thursday, March 21, 1957",Purdue Agriculture Achievement - Extension Center,"1
Hour",NI,$12 5.00,Dinner,TRUE,8 30 pm,Armory
1246,132 z,"Musical
Attractio ns","Singing
Hoosiers and Hoosier
Queens",GK,NI,"Richm
ond",IN,"Monday, March
25, 1957",NI,NI,NI,"$20
0.00",NI,FALSE,NI,"High
School"
1247,151,Musical Attractio ns,"Singing Hoosiers and Hoosier
Queens",GK,NI,Conne rsville,IN,"Monday, March 25, 1957",NI,NI,NI,$50. 00,NI,FALSE,NI,High School
1198,131,Musical Attractio ns,"9arsity 4-
4Queens
-Smoots- Kellogg- Bodet- Bond-
Wilson",GK,14,Shelby ville,IN,"Friday, March 29, 1957",Shelby County Teachers Association - Tel. #300,NI,NI,$0.0 0,NI,TRUE,8 00 pm,Elks Club
"Show
ID","Contra
ct Numb er","Contract
ed Through","Group
Name","Condu
ctor","Group
Size",City,"Stat
e",Date,Sponsor,"Progra
m Durati on",Event,"Spo
nsor
¶s Cos
t","Miscellan
eous Info","Invoice
d","Hour of
Performan ce","Place of
Perform ance"
,,,,,,,,,,,,,,,,
1199,141,"Musical
Attractio ns","Singing
Hoosiers and Hoosier Queens",GK,85,"Bloom
ington",IN,"Friday, March
29, 1957","Arnold Air
Society",NI,"Military Ball -
Intermission Concert","$0.0
0","Expenses
of Moving Choral Risers and Equipmen
t",TRUE,11 00 pm,"Men s
Quad - Dining room Quad"
1200,170,Musical Attractio ns,9arsity Group,GK,15,Bloom field,IN,"Thursday, April 04, 1957",Green County Farm Bureau,NI,Concert,$90. 00,NI,TRUE,8 00 pm,Gymnasi um (Stage)
1201,160,Musical Attractio ns,"9arsity 4-4
Queens- 4
Soloists- 2Pianists
-1 M.C.",GK,15,Crown Point,IN,"Friday, April 12,
1957",American Legion National Committee,"2
Hours",American Legion Celebration,$40 0.00,NI,TRUE,8 00 pm,Civic Center
1202,133 z,"Musical
Attractio ns","9arsity
4-4
Queens- Kellog- Smoots-
Pianist",GK,11,"Bloom
ington",IN,"Saturday, April
13, 1957","District
Convention",NI,"Dinner
Concert","$75.
00",NI,TRUE,7 30 pm,"IMU -
ABCD
Rooms"
1203,82,Musical Attractio ns,"9arsity Four - Four Queens
and Others",GK,15,Indian apolis,IN,"Saturday, April 27, 1957",Altrusa International,"1.5
Hours",Convention Concert,$15 0.00,NI,TRUE,7 30 pm,Washing ton Hotel - Sapphire Room
1204,171 zz,Musical Attractio ns,"Singing Hoosiers and Hoosier
Queens",GK,44,Hager stown,IN,"Thursday, May 09, 1957",Lion s Club,NI,Concert,$20 0.00,"Dinner, lodging and breakfast",TRUE,8 00 pm,Hagersto wn High School
1205,104,Musical Attractio ns,Singing Hoosiers and Queens,GK,44,Fort Wayn e,IN,"Friday, May 10,
1957",Auburn Lion s Club,NI,Concert,$70 0.00,NI,TRUE,8 00 pm,"War Memori al Coliseu
m"
"Show
ID","Contra
ct Numb er","Contract
ed Through","Group
Name","Condu
ctor","Group
Size",City,"Stat
e",Date,Sponsor,"Progra
m Durati on",Event,"Spo
nsor
¶s Cos
t","Miscellan
eous Info","Invoice
d","Hour of
Performan ce","Place of
Perform ance"
,,,,,,,,,,,,,,,,
1248,120 z,"Musical
Attractio ns","Singing
Hoosiers and
Hoosier Queens",GK,NI,"Bloom
ington",IN,"Saturday, May
11, 1957","IU Student
Foundation",NI,Little 500,"$0.0
0",NI,FALSE,NI,NI
1141,14 zzz,Musical Attractio ns,9arsity Group,GK,13,Ander son,IN,"Thursday, September 19,
1957","YMCA
Campaign Committee",NI,"YMCA
Annual Campaign Membership Campaign",$15 0.00,Lunch,TRUE,12 00 am (noon),YMCA
1142,18 zz,Musical Attractio ns,9arsity Group,GK,13,Martin sville,IN,"Saturday, September 28,
1957","Morgan County REM
Corporation",NI,Community Show Annual Event,$15 0.00,NI,TRUE,8 30 pm,"Martinsv ille High School Gymnasi
um"
1143,12 z,Musical Attractio ns,"Singing Hoosiers and Hoosier
Queens",GK,44,Bloom ington,IN,"Wednesday, October 09, 1957",Division of Library Science,NI,NI,$0.0 0,"Cost of moving risers and stools and
equipment",TRUE,11 15 pm,"IU
Auditori um"
1144,10 z,"Musical
Attractio ns","9arsity
Group",GK,15,"French
Lick",IN,"Thursday,
October 24, 1957","National
Machine Tool Builder s Association",NI,"After Dinner
Program","$15
0.00",NI,TRUE,8 00 pm,"Sheraton
Hotel Ballroo m"
1145,3,"Musical
Attractio ns","Singing
Hoosiers and Queens",GK,44,"Bloom
ington",IN,"Friday, October
25, 1957","Dental Alumni
Association",NI,NI,"$0.0
0","Expenses
Moving Equipmen t",TRUE,8 45 pm,"IMU -
Alumni Hall"
1146,40 z,Musical Attractio ns,Singing Hoosiers,GK,44,Bloom ington,IN,"Wednesday, October 30, 1957",Bloomington High School,"20-25
Minut es each","3
Convocations",$0.0 0,Truck for risers and stools,TRUE,"9 15 &
10 05 &
10 45 am",Bloomin gton High School
1147,51,Musical Attractio ns,"Singing Hoosiers and
Hoosier Queens",GK,42,Peru,IN,"Tuesday, November 05,
1957",Kiwanis Club,NI,Fall Tour,$32 5.00,NI,TRUE,8 00 pm,Peru High School
"Show
ID","Contra
ct Numb er","Contract
ed Through","Group
Name","Condu
ctor","Group
Size",City,"Stat
e",Date,Sponsor,"Progra
m Durati on",Event,"Spo
nsor
¶s Cos
t","Miscellan
eous Info","Invoice
d","Hour of
Performan ce","Place of
Perform ance"
,,,,,,,,,,,,,,,,
1148,53 zz,"Musical
Attractio ns","Singing
Hoosiers and
Hoosier Queens",GK,42,"Colum
bia City",IN,"Wednesday,
November 06,
1957",Rotary Club,NI,"Fall Tour  2
Concerts","$25
0.00","Dinner,
lodging and breakfast",TRUE,"7 30 &
9 00 pm","High
School Auditori um"
1149,54 z,Musical Attractio ns,Singing Hoosiers and Hoosier Queens,GK,42,Fort Wayn e,IN,"Thursday, November 07,
1957",Fort Wayne Chamber of Commerce,NI,"Fall Tour Public Concert Chamber s
Annual Meeting",$30 0.00,"Dinner, lodging and breakfast",TRUE,8 00 pm,Scottish Rite Auditori um
1150,56,Musical Attractio ns,9arsity Group,GK,18,Louisv ille,KY,"Thursday, November 21,
1957",Kentucky Consumers Finance Association,NI,NI,$20 0.00,Cafeteria Dinner,TRUE,8 30 pm,"Brown Hotel Crystal Ballroo
m"
1151,64,"Musical
Attractio ns","9arsity
Group",GK,18,Salem,IN,"Thursday,
December 05,
1957","Chamber of
Commerce",NI,NI,"$22
5.00",NI,TRUE,8 00 pm,"America
n Legion Auditori um"
1152,55 z,"Musical
Attractio ns","9arstiy
Group",GK,18,"Ander
son",IN,"Tuesday,
December 10,
1957",Women s Club,NI,Tea,"$17
0.00",NI,TRUE,2 30 pm,"Country
Club"
1153,86,Musical Attractio ns,"Singing Hoosiers
and Queens",GK,44,New Castle,IN,"Monday, February 10,
1958",Psi Iota Xi,NI,Evening Concert,$22 5.00,Dinner,TRUE,8 00 pm,"High School
Gymnasi um"
1154,85 z,Musical Attractio ns,Singing Hoosiers and Queens,GK,44,West Lafaye tte,IN,"Monday, February 10,
1958",NI,NI,Convocation,$50. 00,Lunch,TRUE,1 30 pm,West Side High School
1155,63 z,Musical Attractio ns,"Singing Hoosiers and
Queens",GK,44,Madis on,IN,"Tuesday, February 18,
1958",Madison State Hospital,"1.5
Hours",NI,$10 0.00,Lunch,TRUE,12 30 pm,Madison State Hospital
"Show
ID","Contra
ct Numb er","Contract
ed Through","Group
Name","Condu
ctor","Group
Size",City,"Stat
e",Date,Sponsor,"Progra
m Durati on",Event,"Spo
nsor
¶s Cos
t","Miscellan
eous Info","Invoice
d","Hour of
Performan ce","Place of
Perform ance"
,,,,,,,,,,,,,,,,
1156,2 z,"Musical
Attractio ns","Singing
Hoosiers",GK,44,Culver,IN,"Monday,
February 24,
1958","Culver Military
Academy",NI,Concert,"$20
0.00","Dinner,
lodging and breakfast",TRUE,8 00 pm,"Culver
Military Academ y Auditori
um"
1158,17 z,Musical Attractio ns,"Singing Hoosiers and Hoosier
Queens",GK,44,Crown Point,IN,"Tuesday, February 25,
1958",High School Music Department,NI,Concert,$20 0.00,"Dinner, lodging and breakfast",TRUE,8 00 pm,High School
1157,60,Musical Attractio ns,"Singing Hoosiers and
Hoosier Queens",GK,44,Crown Point,IN,"Tuesday, February 25,
1958",Merrillville Schools,NI,Convocation,$0.0 0,Lunch,TRUE,2 55 pm,Merrillvi lle High School
1159,1 z,"Musical
Attractio ns","Singing
Hoosiers and Hoosier Queens",GK,44,"Nount
Pleasa nt",MI,"Wednesday,
February 26,
1958","Artists Course
Committee",NI,Concert,"$50
0.00",NI,TRUE,NI,"Central
Michiga n College Auditori
um"
1160,63 zz,Musical Attractio ns,"Singing Hoosiers and Hoosier
Queens",GK,44,Edon,OH,"Thursday, February 27,
1958",Edon High School,NI,Evening Concert,$20 0.00,"Dinner, lodging and breakfast",TRUE,7 00 pm,"Edon High School Auditori
um"
1161,41,"Musical
Attractio ns","Singing
Hoosiers and Queens",GK,44,"Indian
apolis",IN,"Wednesday,
March 12, 1958","Shortridge High
School",NI,"2
Convocations","$10
0.00",Lunch,TRUE,"9 30 &
11 15 am","Shortrid
ge High School Auditori um"
1162,79 z,Musical Attractio ns,Singing Hoosiers and Hoosier Queens,GK,44,Green wood,IN,"Wednesday, March 12, 1958",Tri-Kappa,NI,Public Concert,$12 5.00,Dinner,TRUE,8 00 pm,"Greenw ood High School Gymnasi um- Auditori
um"
"Show
ID","Contra
ct Numb er","Contract
ed Through","Group
Name","Condu
ctor","Group
Size",City,"Stat
e",Date,Sponsor,"Progra
m Durati on",Event,"Spo
nsor
¶s Cos
t","Miscellan
eous Info","Invoice
d","Hour of
Performan ce","Place of
Perform ance"
,,,,,,,,,,,,,,,,
1164,98,"Musical
Attractio ns","Singing
Hoosiers and
Queens",GK,44,"Mount
9erno n",IN,"Tuesday, March
18, 1958","Mount 9ernon
High School",NI,"Evening
Concert","$25
0.00","Dinner
(high school
cafeteria)",TRUE,8 00 pm,"Mount
9ernon High
School"
1163,94,"Musical
Attractio ns","Singing
Hoosiers and Queens",GK,44,"Evans
ville",IN,"Tuesday, March
18, 1958","North High
School",NI,Convocation,"$25.
00",Lunch,TRUE,11 10 am,"North
High School
Auditori um"
1165,105 z,Musical Attractio ns,"Singing Hoosiers
and Queens",GK,44,French Lick,IN,"Tuesday, April 15, 1958","Nat l Assoc. of Student
Personnel Administration",NI,Concert,$15 0.00,NI,TRUE,8 00 pm,"Sheraton Hotel
Ballroo m"
1166,6 z,Musical Attractio ns,"Singing Hoosiers and Hoosier
Queens",GK,44,Frech Lick,IN,"Sunday, April 27,
1958",Controllers Institute of America,NI,After Dinner Concert,$25 0.00,NI,TRUE,8 00 pm,Sheraton Hotel Ballroo m
1167,NI,"Musical Attractio
ns",9arsity Group,GK,NI,Colum bus,IN,"Monday, May 05, 1958",Kiwanis Club,NI,After Dinner Concert,NI,NI,TRUE,7 00 pm,Donner Center
1168,132,Musical Attractio ns,9arsity Group,GK,17,Bloom ington,IN,"Thursday, May 15, 1958",Kiwanis Club,NI,NI,$0.0 0,Dinner,TRUE,NI,9anOrm an Hotel
1169,123 z,Musical Attractio ns,Singing Hoosiers,GK,44,Lafaye tte,IN,"Friday, May 16,
1958",Intercollegiate Musical Council Seminar,NI,Glee Club Festival Program,$17 5.00,Dinner,TRUE,8 30 pm,"Purdue Universi ty s Edward
C. Elliot Hall of Music"
1132,9 z,Musical Attractio ns,9arsity Group,GK,13,Louisv ille,KY,"Friday, September 05,
1958",Kentucky State Fair - Exhibition Center,"3
shows a day
- 40
Minut es each",State Fair,$65 0.00,Lodging for three nights,TRUE,NI,Kentuck y State Fair - Exhibiti on Center
"Show
ID","Contra
ct Numb er","Contract
ed Through","Group
Name","Condu
ctor","Group
Size",City,"Stat
e",Date,Sponsor,"Progra
m Durati on",Event,"Spo
nsor
¶s Cos
t","Miscellan
eous Info","Invoice
d","Hour of
Performan ce","Place of
Perform ance"
,,,,,,,,,,,,,,,,
1133,9 za,"Musical
Attractio ns","9arsity
Group",GK,13,"Louisv
ille",KY,"Saturday,
September 06,
1958","Kentucky State
Fair - Exhibition Center","3
shows a day
- 40
Minut es each",State Fair,NI,"See
Contract 9 z",TRUE,NI,"Kentuck
y State Fair - Exhibiti on Center"
1134,9 zb,"Musical
Attractio ns","9arsity
Group",GK,13,"Louisv
ille",KY,"Sunday,
September 07,
1958","Kentucky State
Fair - Exhibition Center","3
shows a day
- 40
Minut es each",State Fair,NI,"See
Contract 9 z",TRUE,NI,"Kentuck
y State Fair - Exhibiti on Center"
1135,11 zzz,"Musical
Attractio ns","Singing
Hoosiers",GK,44,"Indian
apolis",IN,"Wednesday,
October 08, 1958","Indiana Hospital
Association Concert",NI,"Concert after
dinnner","$20
0.00",NI,TRUE,8 30 pm,"Sheraton
-Lincoln Hotel Traverti
ne Room"
1136,14 zz,Musical Attractio ns,9arsity Group,GK,18,Indian apolis,IN,"Saturday, October 25, 1958",Midwestern Regional Conf. of Soroptimists Clubs,NI,Concert after dinnner,$20 0.00,NI,TRUE,8 00 pm,"Sheraton
-Lincoln Hotel Traverti ne
Room"
1796,79 a,Musical Attractio ns,9arsity Group,GK,18,Ander son,IN,"Saturday, December 06,
1958","American Security Company (of
Marion, IN)",NI,After Dinner Concert,$25 0.00,Supper after concert,TRUE,9 30 pm,Linder s Restaura nt
1137,NI,NI,"Madrigal
Group - Trumpet
ers - Minstrel",GK,44,"Bloom
ington",IN,"Friday,
December 12,
1958","Indiana
Memorial Union",NI,"Dinner
Program",NI,NI,TRUE,6 00 pm,"IMU -
Alumni Hall"
1138,NI,NI,"Madrigal Group - Trumpet
ers - Minstrel",GK,44,Bloom ington,IN,"Saturday, December 13,
1958",Indiana Memorial Union,NI,Dinner Program,NI,NI,TRUE,6 00 pm,"IMU -
Alumni Hall"
"Show
ID","Contra
ct Numb er","Contract
ed Through","Group
Name","Condu
ctor","Group
Size",City,"Stat
e",Date,Sponsor,"Progra
m Durati on",Event,"Spo
nsor
¶s Cos
t","Miscellan
eous Info","Invoice
d","Hour of
Performan ce","Place of
Perform ance"
,,,,,,,,,,,,,,,,
1139,NI,NI,"Madrigal
Group - Trumpet ers -
Minstrel",GK,44,"Bloom
ington",IN,"Sunday,
December 14,
1958","Indiana
Memorial Union",NI,"Dinner
Program",NI,NI,TRUE,6 00 pm,"IMU -
Alumni Hall"
1797,59,Musical Attractio ns,"Singing Hoosiers &
Hoosier Queens",GK,44,Culver,IN,"Tuesday, January 06, 1959",Culver Military Academy,NI,Formal Concert,$30 0.00,"Lodging, Dinner & Breakfast",TRUE,8 00 pm,Epley Auditori um
1140,19,Musical Attractio ns,"Singing Hoosiers and Hoosier
Queens",GK,44,Colum bus,IN,"Wednesday, February 18,
1959",First Methodist Church,NI,Concert,$15 0.00,Dinner,TRUE,8 00 pm,First Methodi st Church
1798,21 a,Musical Attractio ns,"Singing Hoosiers & Hoosier
Queens",GK,44,Indian apolis,IN,"Thursday, October 08, 1959",State Medical Association,NI,After Dinner Program,$35 0.00,NI,TRUE,8 00 pm,"Murat Temple, Main Auditori
um"
1799,51 a,"Musical
Attractio ns","Singing
Hoosiers & Queens",GK,44,"Indian
apolis",IN,"Sunday, October
18, 1959","Florists
Convention",NI,Concert,"$30
0.00",NI,TRUE,2 00 pm,"Murat
Auditori um"
1800,19 b,"Musical
Attractio ns","Singing
Hoosiers & Hoosier Queens",GK,44,"Sulliv
an",IN,"Saturday,
October 24, 1959","Panhellenic
Council of Sullivan",NI,"Formal
Concert","$25
0.00",NI,TRUE,8 00 pm,"Sullivan
High School, Gymnasi um
Floor"
1801,37 a,Musical Attractio ns,Singing Hoosiers & Queens,GK,44,Jeffers onville,IN,"Wednesday, October 28, 1959",IU Extension Center- Southeastern Center,NI,Formal Concert,NI,NI,TRUE,8 00 pm,"Jefferso n High School
Auditori um"
"Show
ID","Contra
ct Numb er","Contract
ed Through","Group
Name","Condu
ctor","Group
Size",City,"Stat
e",Date,Sponsor,"Progra
m Durati on",Event,"Spo
nsor
¶s Cos
t","Miscellan
eous Info","Invoice
d","Hour of
Performan ce","Place of
Perform ance"
,,,,,,,,,,,,,,,,
1802,75 b,"Musical
Attractio ns","9arsity
Group",GK,14,"Evans
ville",IN,"Wednesday,
November 04,
1959","Reitz Memorial
School",NI,"Football
Banquet","$20
0.00",NI,TRUE,NI,"St.
Joseph s Grade School Auditori
um"
1803,22 a,Musical Attractio ns,"Singing Hoosiers & Hoosier
Queens",GK,44,Colum bus,IN,"Saturday, December 05,
1959",Commandry Knights Templars,NI,Formal Concert,$20 0.00,Dinner,TRUE,8 30 pm,Donner Center
1781,118 a,Musical Attractio ns,9arsity Group,GK,13,Jeffers onville,IN,"Wednesday, February 03,
1960",Clark County Chamber of Commerce,".5
Hours",After Dinner Program,$12 5.00,Dinner,TRUE,7 30 pm,East Lawn School
1782,95 a,Musical Attractio ns,"Singing Hoosiers &
Queens",GK,44,Plymo uth,IN,"Tuesday, February 09,
1960",Kiwanis Club,NI,Formal Concert,$35 0.00,Dinner,TRUE,7 30 pm C.S.T.,"Centenni al Auditori
um"
1783,109 a,Musical Attractio ns,Singing Hoosiers & Queens,GK,44,Aubur n,IN,"Tuesday, February 09,
1960",Lions Club,"1.5
Hours",Formal Concert,$25 0.00,"Dinner, Lodging in homes, and
breakfast",TRUE,8 00 pm C.D.T.,"Junior High School
Auditori um-Gym"
1784,23,Musical Attractio ns,Singing Hoosiers & Hoosier Queens,GK,44,Terre Haute,IN,"Tuesday, February 23,
1960",Division of Extended Services,"50-55
minut es",NI,$17 5.00,NI,TRUE,11 00 am,"Indiana State Teachers College Auditori
um"
1785,94 a,Musical Attractio ns,"Singing Hoosiers &
Queens",GK,44,Linton,IN,"Tuesday, March 08, 1960",Tri Kappa - Civic Project Committee,NI,Convocation,$75. 00,Lunch,TRUE,9 45 am,Linton High School
1786,94 b,"Musical
Attractio ns","Singing
Hoosiers
& Queens",GK,44,"Jasonv
ille",IN,"Tuesday, March
08, 1960","Tri Kappa -
Civic Project Committee",NI,Convocation,"$75.
00",NI,TRUE,1 00 pm,"Jasonvill
e High School"
